RPM, Speed, Water-temp (engine), Air-temp manifold, Batt voltage, Pot, MAP, Lambda, Gear Neautral, Oil-press, Water-temp, Oil-temp, unix-tid
 3995,  0, 28, 23,14,  7, 946,0.106250,  2,255, 21, 19,1279448241.362200
 3919,  0, 28, 23,14,  7, 940,0.106250,  2,255, 21, 19,1279448241.414188
 3919,  0, 28, 23,14,  7, 940,0.106250,  2,255, 20, 19,1279448241.474200
 4023,  0, 29, 23,14,  7, 938,0.106250,  2,255, 21, 19,1279448241.530202
 4023,  0, 29, 23,14,  7, 938,0.106250,  2,255, 21, 19,1279448241.590099
 4101,  0, 29, 23,14,  7, 933,0.106250,  2,255, 21, 19,1279448241.646208
 4004,  0, 29, 23,14,  7, 935,0.106250,  2,255, 20, 19,1279448241.702151
 4004,  0, 29, 23,14,  7, 935,0.106250,  2,255, 20, 19,1279448241.766195
 4184,  0, 29, 23,14,  7, 933,0.106250,  2,255, 20, 19,1279448241.818190
 3962,  0, 29, 23,14,  7, 933,0.106250,  2,255, 21, 19,1279448241.874193
 3962,  0, 29, 23,14,  7, 932,0.106250,  1,255, 21, 19,1279448241.934179
 3917,  0, 29, 23,14,  7, 934,0.106250,  1,255, 21, 19,1279448241.998209
 3917,  0, 29, 23,14,  7, 934,0.106250,  1,255, 21, 19,1279448242.054124
 3926,  0, 29, 23,14,  7, 942,0.106250,  2,255, 21, 19,1279448242.102178
 3887,  0, 29, 23,14,  7, 939,0.106250,  2,255, 21, 19,1279448242.162219
 3887,  0, 29, 23,14,  7, 939,0.106250,  2,255, 21, 19,1279448242.222201
 3955,  0, 29, 23,14,  7, 941,0.106250,  2,255, 20, 19,1279448242.278194
 3955,  0, 29, 23,14,  8, 941,0.106250,  3,255, 21, 19,1279448242.338158
 4032,  0, 29, 23,14,  8, 945,0.106250,  3,255, 21, 19,1279448242.390176
 3926,  0, 29, 23,14,  8, 959,0.106250,  3,255, 20, 19,1279448242.450190
 3926,  0, 29, 23,14,  8, 959,0.106250,  1,255, 21, 19,1279448242.510194
 4221,  0, 29, 23,14,  9, 960,0.106250,  1,255, 21, 19,1279448242.566182
 4221,  0, 29, 23,14,  9, 960,0.106250,  2,255, 21, 19,1279448242.622164
 4273,  0, 29, 23,14,  9, 957,0.106250,  1,255, 21, 19,1279448242.678196
 4364,  0, 30, 23,14,  9, 952,0.106250,  2,255, 21, 19,1279448242.738175
 4364,  0, 30, 23,14,  9, 952,0.106250,  2,255, 20, 19,1279448242.798196
 4464,  0, 29, 23,14,  9, 945,0.106250,  2,255, 21, 19,1279448242.850204
 4464,  0, 29, 23,14,  9, 945,0.106250,  2,255, 20, 19,1279448242.918145
 4483,  0, 29, 23,14,  9, 939,0.106250,  2,255, 21, 19,1279448244.498174
 4487,  0, 29, 23,14,  9, 937,0.106250,  2,255, 21, 19,1279448244.502081
 4487,  0, 29, 23,14,  9, 937,0.106250,  1,255, 21, 19,1279448244.502207
 4397,  0, 30, 23,14,  9, 938,0.106250,  2,255, 21, 19,1279448244.526073
 4121,  0, 30, 23,14,  9, 938,0.106250,  1,255, 21, 19,1279448244.530083
 4121,  0, 30, 23,14,  9, 951,0.106250,  2,255, 21, 19,1279448244.530213
 4045,  0, 29, 23,14,  9, 959,0.106250,  2,255, 21, 19,1279448244.534080
 4045,  0, 29, 23,14,  9, 959,0.106250,  2,255, 20, 19,1279448244.550135
 4127,  0, 30, 23,14,  9, 960,0.106250,  2,255, 20, 19,1279448244.550267
 4305,  0, 29, 23,14,  9, 956,0.106250,  2,255, 21, 19,1279448244.554106
 4305,  0, 29, 23,14,  9, 956,0.106250,  2,255, 20, 19,1279448244.574103
 4487,  0, 30, 23,14,  9, 942,0.106250,  2,255, 21, 31,1279448244.578076
 4400,  0, 30, 23,14,  9, 942,0.106250,  2,255, 20, 19,1279448244.610139
 4249,  0, 30, 23,14,  9, 944,0.106250,  2,255, 20, 19,1279448244.638146
 4249,  0, 30, 23,14,  9, 944,0.106250,  2,255, 20, 19,1279448244.698145
 4294,  0, 30, 23,14,  9, 947,0.106250,  2,255, 20, 19,1279448244.750221
 4197,  0, 30, 23,14,  9, 947,0.106250,  2,255, 21, 19,1279448244.810177
 4197,  0, 30, 23,14,  9, 950,0.106250,  2,255, 21, 19,1279448244.870256
 4214,  0, 30, 23,14,  9, 951,0.106250,  2,255, 21, 19,1279448244.926093
 4214,  0, 30, 23,14,  9, 951,0.106250,  1,255, 21, 19,1279448244.982205
 4221,  0, 30, 23,14,  9, 951,0.106250,  2,255, 21, 19,1279448245.038158
 4287,  0, 30, 23,14,  9, 948,0.106250,  2,255, 21, 19,1279448245.098199
 4287,  0, 30, 23,14,  9, 948,0.106250,  2,255, 21, 19,1279448245.158192
 4319,  0, 30, 23,14,  9, 944,0.106250,  2,255, 20, 19,1279448245.214133
 4319,  0, 30, 23,14,  9, 944,0.106250,  2,255, 21, 19,1279448245.270159
 4319,  0, 30, 23,14,  9, 939,0.106250,  2,255, 20, 19,1279448245.326196
 4370,  0, 30, 23,14,  9, 942,0.106250,  2,255, 21, 19,1279448245.386154
 4370,  0, 30, 23,14,  9, 942,0.106250,  1,255, 21, 19,1279448245.446195
 4207,  0, 31, 23,14,  9, 945,0.106250,  2,255, 21, 19,1279448245.498203
 4207,  0, 30, 23,14,  9, 945,0.106250,  2,255, 21, 19,1279448245.558154
 4308,  0, 30, 23,14,  9, 940,0.106250,  1,255, 20, 19,1279448245.614195
 4118,  0, 30, 23,14,  9, 945,0.106250,  2,247, 21, 19,1279448245.674149
 4118,  0, 30, 23,14,  9, 945,0.106250,  2,255, 21, 19,1279448245.730206
 4105,  0, 31, 23,14,  9, 954,0.106250,  2,255, 20, 19,1279448245.790152
 4105,  0, 31, 23,14,  9, 954,0.106250,  3,255, 20, 19,1279448245.847169
 3980,  0, 30, 23,14,  9, 966,0.105833,  2,255, 21, 19,1279448245.910142
 3980,  0, 30, 23,14,  9, 966,0.105833,  2,255, 21, 19,1279448245.962188
 3980,  0, 30, 23,14,  9, 968,0.105833,  2,255, 21, 19,1279448246.018230
 4171,  0, 30, 23,14,  9, 960,0.106250,  2,255, 21, 19,1279448246.074206
 4408,  0, 30, 23,14,  9, 960,0.106250,  2,255, 21, 19,1279448246.134176
 4408,  0, 30, 23,14,  9, 954,0.106250,  2,255, 20, 19,1279448246.206086
 4334,  0, 30, 23,14,  9, 949,0.106250,  1,255, 21, 19,1279448246.247203
 4334,  0, 30, 23,14,  9, 949,0.106250,  2,255, 21, 19,1279448246.314168
 4393,  0, 31, 23,14,  9, 944,0.106250,  2,255, 20, 19,1279448246.363173
 4393,  0, 31, 23,14,  9, 944,0.106250,  2,255, 20, 19,1279448246.419236
 4360,  0, 30, 23,14,  9, 939,0.106250,  2,255, 20, 19,1279448246.482118
 4468,  0, 30, 23,14,  9, 939,0.106250,  2,255, 20, 19,1279448246.538127
 4468,  0, 30, 23,14,  9, 939,0.106250,  1,255, 21, 19,1279448246.594204
 4157,  0, 31, 23,14,  9, 948,0.106250,  2,255, 21, 19,1279448246.650189
 4157,  0, 30, 23,14,  9, 948,0.106250,  2,255, 21, 19,1279448246.710120
 4042,  0, 30, 23,14,  9, 960,0.105833,  2,255, 21, 19,1279448246.770146
 3995,  0, 31, 23,14,  9, 966,0.106250,  1,255, 21, 19,1279448246.822181
 3995,  0, 31, 23,14,  9, 966,0.106250,  2,255, 20, 19,1279448246.883178
 4118,  0, 31, 23,14,  9, 963,0.106250,  2,255, 21, 19,1279448246.938170
 4124,  0, 31, 23,14,  9, 959,0.106250,  2,255, 20, 19,1279448246.998198
 4124,  0, 31, 23,14,  9, 959,0.106250,  2,255, 21, 19,1279448247.054159
 4461,  0, 30, 23,14,  9, 949,0.106250,  2,255, 20, 19,1279448247.114107
 4461,  0, 30, 23,14,  9, 949,0.106250,  2,255, 20, 19,1279448247.170166
 4404,  0, 31, 23,14,  9, 939,0.106250,  0,255, 21, 19,1279448247.226129
 4404,  0, 31, 23,14,  9, 939,0.106250,  1,255, 21, 19,1279448247.290210
 4224,  0, 31, 23,14,  9, 948,0.106250,  1,255, 21, 19,1279448247.346215
 4241,  0, 30, 23,14,  9, 954,0.106250,  2,255, 21, 19,1279448247.398172
 4241,  0, 31, 23,14,  9, 954,0.106250,  2,255, 20, 19,1279448247.458208
 4154,  0, 31, 23,14,  9, 952,0.106250,  2,255, 21, 19,1279448247.514127
 4259,  0, 31, 23,14,  9, 948,0.106250,  2,255, 20, 19,1279448247.570173
 4259,  0, 31, 23,14,  9, 948,0.106250,  2,255, 20, 19,1279448247.630186
 4308,  0, 31, 23,14,  9, 942,0.106250,  2,255, 20, 19,1279448247.686172
 4308,  0, 31, 23,14,  9, 942,0.106250,  2,254, 21, 19,1279448247.746133
 4319,  0, 31, 23,14,  9, 947,0.106250,  1,255, 21, 19,1279448247.815136
 4228,  0, 31, 24,14,  9, 950,0.106250,  1,255, 21, 19,1279448247.862117
 4228,  0, 31, 24,14,  9, 950,0.106250,  1,255, 21, 19,1279448247.918224
 4197,  0, 31, 24,14,  9, 953,0.106250,  2,255, 21, 19,1279448247.974191
 4197,  0, 31, 24,14,  9, 953,0.106250,  2,255, 20, 19,1279448248.031187
 4108,  0, 31, 24,14,  9, 957,0.106250,  2,255, 20, 19,1279448248.090174
 4157,  0, 31, 24,14,  9, 955,0.106250,  2,255, 20, 19,1279448248.146174
 4157,  0, 31, 24,14,  9, 955,0.106250,  2,255, 20, 19,1279448248.206206
 4039,  0, 31, 24,14,  9, 960,0.106250,  2,255, 20, 19,1279448248.262209
 4154,  0, 31, 24,14,  9, 960,0.106250,  2,255, 20, 19,1279448248.322097
 4154,  0, 31, 24,14,  9, 960,0.106250,  1,255, 21, 19,1279448248.378213
 4218,  0, 32, 24,14,  9, 957,0.106250,  1,255, 21, 19,1279448248.442095
 4218,  0, 32, 24,14,  9, 957,0.106250,  1,255, 21, 19,1279448248.495162
 4367,  0, 31, 24,14,  9, 951,0.106250,  2,255, 21, 19,1279448248.551142
 4356,  0, 31, 24,14,  9, 944,0.106250,  2,255, 21, 19,1279448248.607210
 4356,  0, 31, 24,14,  9, 944,0.106250,  3,255, 20, 19,1279448248.666154
 4534,  0, 31, 24,14,  9, 936,0.106250,  2,255, 21, 19,1279448248.722155
 4534,  0, 31, 24,14,  9, 936,0.106250,  2,255, 20, 19,1279448248.782205
 4273,  0, 32, 24,14,  9, 942,0.106250,  2,255, 21, 19,1279448248.842142
 3995,  0, 31, 24,14,  9, 952,0.106250,  2,255, 21, 19,1279448248.894146
 3995,  0, 31, 24,14,  9, 952,0.106250,  1,255, 21, 19,1279448248.954237
 3905,  0, 32, 24,14,  9, 964,0.105833,  1,255, 21, 19,1279448249.010213
 3905,  0, 31, 24,14,  9, 964,0.105833,  1,255, 21, 19,1279448249.070102
 4204,  0, 31, 24,14,  9, 962,0.106250,  1,255, 21, 19,1279448249.130107
 4204,  0, 31, 24,14,  9, 954,0.106250,  2,255, 21, 19,1279448249.182181
 4204,  0, 31, 24,14,  9, 954,0.106250,  2,255, 21, 19,1279448249.243029
 4327,  0, 31, 24,14,  9, 953,0.106250,  2,255, 21, 19,1279448249.298128
 4327,  0, 31, 24,14,  9, 953,0.106250,  2,255, 21, 19,1279448249.354159
 4259,  0, 31, 24,14,  9, 945,0.106250,  2,255, 21, 19,1279448249.414119
 4177,  0, 32, 24,14,  9, 954,0.106250,  2,255, 21, 19,1279448249.470208
 4177,  0, 32, 24,14,  9, 954,0.106250,  2,255, 21, 19,1279448249.530148
 4098,  0, 31, 24,14,  9, 958,0.106250,  2,255, 21, 19,1279448249.586122
 4098,  0, 32, 24,14,  9, 958,0.106250,  1,255, 21, 19,1279448249.642241
 4194,  0, 32, 24,14,  9, 959,0.106250,  2,255, 21, 19,1279448249.702172
 4218,  0, 31, 24,14,  9, 953,0.106250,  2,255, 21, 19,1279448249.758158
 4218,  0, 31, 24,14,  9, 953,0.106250,  3,255, 21, 19,1279448249.814214
 4221,  0, 32, 24,14,  9, 956,0.106250,  2,255, 20, 19,1279448249.870210
 4385,  0, 31, 24,14,  9, 955,0.106250,  3,255, 20, 19,1279448249.930192
 4385,  0, 31, 24,14,  9, 955,0.106250,  2,255, 21, 19,1279448249.990153
 4249,  0, 31, 24,14,  9, 955,0.106250,  2,255, 20, 19,1279448250.046121
 4249,  0, 31, 24,14,  9, 955,0.106250,  2,255, 21, 19,1279448250.106129
 4400,  0, 31, 24,14,  9, 948,0.106250,  1,255, 21, 19,1279448250.158202
 4259,  0, 32, 24,14,  9, 945,0.106250,  1,255, 21, 19,1279448250.218167
 4259,  0, 32, 24,14,  9, 945,0.106250,  1,255, 21, 19,1279448250.278180
 4270,  0, 32, 24,14,  9, 948,0.106250,  1,255, 21, 19,1279448250.335165
 4270,  0, 32, 24,14,  9, 948,0.106250,  2,255, 21, 19,1279448250.390177
 4147,  0, 31, 24,14,  9, 951,0.106250,  1,255, 21, 19,1279448250.446205
 3937,  0, 32, 24,14,  9, 963,0.106250,  2,255, 20, 19,1279448250.506119
 3937,  0, 32, 24,14,  9, 963,0.106250,  2,255, 20, 19,1279448250.566121
 4184,  0, 32, 24,14,  9, 964,0.105833,  2,255, 21, 19,1279448250.623162
 4184,  0, 32, 24,14,  9, 964,0.105833,  2,255, 20, 19,1279448250.678203
 4280,  0, 32, 24,14,  9, 960,0.106250,  3,255, 21, 19,1279448250.734151
 4389,  0, 32, 24,14,  9, 948,0.106250,  2,255, 21, 19,1279448250.794180
 4389,  0, 32, 24,14,  9, 948,0.106250,  1,255, 21, 19,1279448250.854179
 4367,  0, 32, 24,14,  9, 949,0.106250,  2,255, 21, 19,1279448250.910122
 4367,  0, 32, 24,14,  9, 949,0.106250,  2,255, 20, 19,1279448250.966204
 4074,  0, 32, 24,14,  9, 957,0.106250,  1,255, 21, 19,1279448251.022162
 4030,  0, 32, 24,14,  9, 957,0.106250,  2,255, 20, 19,1279448251.082151
 4030,  0, 32, 24,14,  9, 961,0.106250,  2,255, 20, 19,1279448251.138207
 4011,  0, 32, 24,14,  9, 969,0.106250,  2,255, 20, 19,1279448251.194150
 4111,  0, 32, 24,14,  9, 969,0.106250,  2,255, 20, 19,1279448251.254195
 4111,  0, 32, 24,14,  9, 963,0.106250,  1,255, 20, 19,1279448251.314195
 4252,  0, 32, 24,14, 10, 955,0.106250,  2,255, 21, 19,1279448251.366214
 4252,  0, 32, 24,14, 10, 955,0.106250,  2,255, 21, 19,1279448251.426145
 4427,  0, 32, 24,14, 10, 947,0.106250,  2,255, 21, 19,1279448251.482207
 4427,  0, 32, 24,14, 10, 947,0.106250,  2,255, 20, 19,1279448251.542099
 4245,  0, 32, 24,14, 10, 948,0.106250,  2,255, 21, 19,1279448251.603168
 4147,  0, 32, 24,14, 10, 948,0.106250,  2,255, 21, 19,1279448251.654195
 4147,  0, 32, 24,14, 10, 948,0.106250,  2,255, 20, 19,1279448251.714190
 4077,  0, 32, 24,14,  9, 955,0.106250,  2,255, 21, 19,1279448251.770189
 4020,  0, 33, 24,14, 10, 963,0.106250,  2,255, 21, 19,1279448251.830144
 4020,  0, 33, 24,14, 10, 963,0.106250,  2,255, 21, 19,1279448251.890192
 3929,  0, 32, 24,14, 10, 968,0.106250,  2,255, 20, 19,1279448251.942178
 3929,  0, 32, 24,14, 10, 968,0.106250,  1,253, 21, 19,1279448252.002257
 4118,  0, 33, 24,14, 10, 963,0.106250,  1,255, 21, 19,1279448252.058192
 4118,  0, 33, 24,14, 10, 963,0.106250,  2,255, 20, 19,1279448252.118122
 4118,  0, 33, 24,14, 10, 963,0.106250,  2,255, 20, 19,1279448252.178196
 4048,  0, 33, 24,14, 10, 968,0.106250,  2,255, 21, 19,1279448252.234202
 4048,  0, 33, 24,14, 10, 968,0.106250,  2,255, 21, 19,1279448252.290147
 4382,  0, 32, 24,14, 10, 953,0.106250,  2,255, 21, 19,1279448252.346125
 4378,  0, 32, 24,14, 10, 953,0.106250,  2,255, 21, 19,1279448252.406200
 4378,  0, 32, 24,14, 10, 945,0.106250,  2,255, 21, 19,1279448252.470143
 4370,  0, 33, 24,14, 10, 942,0.106250,  1,255, 21, 19,1279448252.518193
 4370,  0, 33, 24,14, 10, 942,0.106250,  1,255, 20, 19,1279448252.578191
 4266,  0, 33, 24,14, 10, 945,0.106250,  1,255, 21, 19,1279448252.634132
 4124,  0, 32, 24,14, 10, 953,0.106250,  2,255, 20, 19,1279448252.694087
 4124,  0, 32, 24,14, 10, 953,0.106250,  1,255, 21, 19,1279448252.754127
 3890,  0, 32, 24,14, 10, 966,0.106250,  2,255, 21, 19,1279448252.806186
 3890,  0, 32, 24,14, 10, 966,0.106250,  2,255, 21, 19,1279448252.866197
 4023,  0, 32, 24,14, 10, 970,0.105833,  3,255, 20, 19,1279448252.934180
 3947,  0, 33, 24,14, 10, 976,0.106250,  2,251, 21, 19,1279448252.979195
 3947,  0, 33, 24,14, 10, 976,0.106250,  2,255, 21, 19,1279448253.038182
 4352,  0, 32, 24,14, 10, 968,0.106250,  1,255, 20, 19,1279448253.095180
 4550,  0, 33, 24,14, 10, 968,0.106250,  2,255, 21, 19,1279448253.154111
 4550,  0, 33, 24,14, 10, 950,0.106250,  2,255, 21, 19,1279448253.210209
 4614,  0, 33, 24,14, 11, 939,0.106250,  2,255, 21, 19,1279448253.266189
 4614,  0, 33, 24,14, 11, 939,0.106250,  2,255, 21, 19,1279448253.326161
 4270,  0, 33, 24,14, 11, 951,0.106250,  2,255, 20, 19,1279448253.382180
 4327,  0, 32, 24,14, 11, 951,0.106250,  1,255, 20, 19,1279448253.438201
 4327,  0, 32, 24,14, 11, 963,0.106250,  2,255, 21, 19,1279448253.498210
 4130,  0, 33, 24,14, 11, 968,0.106250,  2,255, 20, 19,1279448253.554171
 4130,  0, 33, 24,14, 11, 968,0.106250,  2,255, 21, 19,1279448253.614140
 4277,  0, 33, 24,14, 11, 975,0.106250,  2,255, 21, 19,1279448253.666198
 4671,  0, 33, 24,14, 11, 954,0.106250,  1,255, 21, 19,1279448253.730123
 4671,  0, 33, 24,14, 11, 954,0.106250,  2,255, 21, 19,1279448253.786199
 4472,  0, 33, 24,14, 11, 945,0.106250,  1,255, 21, 19,1279448253.842121
 4472,  0, 33, 24,14, 11, 945,0.106250,  1,255, 21, 19,1279448253.902195
 4284,  0, 33, 24,14, 11, 957,0.106250,  2,255, 20, 19,1279448253.955234
 4201,  0, 33, 24,14, 11, 968,0.105833,  2,255, 21, 19,1279448254.014221
 4201,  0, 33, 24,14, 11, 968,0.105833,  2,255, 21, 19,1279448254.074177
 4163,  0, 33, 24,14, 11, 972,0.105833,  2,255, 21, 19,1279448254.130118
 4163,  0, 33, 24,14, 11, 972,0.105833,  2,255, 21, 19,1279448254.186158
 4224,  0, 33, 24,14, 11, 972,0.106250,  2,255, 21, 19,1279448254.242148
 4523,  0, 33, 24,14, 11, 952,0.106250,  1,255, 21, 19,1279448254.302156
 4523,  0, 33, 24,14, 11, 952,0.106250,  1,255, 21, 19,1279448254.362189
 4400,  0, 33, 24,14, 11, 951,0.106250,  1,255, 21, 19,1279448254.422204
 4323,  0, 33, 24,14, 11, 951,0.106250,  1,255, 21, 19,1279448254.474207
 4323,  0, 33, 24,14, 11, 963,0.106250,  2,255, 21, 19,1279448254.546102
 4510,  0, 33, 24,14, 11, 957,0.106250,  2,255, 21, 19,1279448254.590847
 4510,  0, 33, 24,14, 11, 957,0.106250,  2,255, 21, 19,1279448254.654119
 4510,  0, 34, 24,14, 11, 951,0.106250,  2,255, 20, 19,1279448254.703172
 4419,  0, 33, 24,14, 11, 954,0.106250,  3,255, 21, 19,1279448254.762207
 4419,  0, 33, 24,14, 11, 954,0.106250,  2,255, 21, 19,1279448254.822188
 4360,  0, 33, 24,14, 11, 961,0.106250,  1,255, 21, 19,1279448254.879237
 4360,  0, 33, 24,14, 11, 961,0.106250,  1,255, 21, 19,1279448254.938189
 4393,  0, 33, 24,14, 11, 957,0.106250,  1,255, 21, 19,1279448254.991176
 4393,  0, 34, 24,14, 11, 957,0.106250,  2,255, 21, 19,1279448255.058189
 4519,  0, 34, 24,14, 11, 955,0.106250,  2,255, 21, 19,1279448255.110198
 4558,  0, 33, 24,14, 11, 946,0.106250,  2,255, 20, 19,1279448255.166186
 4558,  0, 33, 24,14, 11, 946,0.106250,  2,255, 21, 19,1279448255.226190
 4404,  0, 33, 24,14, 11, 951,0.106250,  2,255, 20, 19,1279448255.279222
 4415,  0, 33, 24,14, 11, 955,0.106250,  2,255, 20, 19,1279448255.338193
 4415,  0, 33, 24,14, 11, 955,0.106250,  2,255, 21, 19,1279448255.398194
 4294,  0, 33, 24,14, 11, 959,0.106250,  2,255, 21, 19,1279448255.454130
 4294,  0, 33, 24,14, 11, 959,0.106250,  2,255, 21, 19,1279448255.514180
 4266,  0, 33, 24,14, 11, 962,0.106250,  1,255, 21, 19,1279448255.566214
 4431,  0, 33, 24,14, 11, 961,0.106250,  2,255, 21, 19,1279448255.626197
 4431,  0, 33, 24,14, 11, 961,0.106250,  2,255, 21, 19,1279448255.686195
 4408,  0, 34, 24,14, 11, 957,0.106250,  2,255, 20, 19,1279448255.738201
 4408,  0, 34, 24,14, 11, 957,0.106250,  2,255, 20, 19,1279448255.798144
 4327,  0, 33, 24,14, 11, 963,0.106250,  2,255, 21, 19,1279448255.854179
 4218,  0, 34, 24,14, 10, 968,0.106250,  2,255, 21, 19,1279448255.914176
 4218,  0, 34, 24,14, 10, 968,0.106250,  2,255, 21, 19,1279448255.974119
 4382,  0, 34, 24,14, 10, 966,0.105833,  2,255, 21, 19,1279448256.027225
 4382,  0, 34, 24,14, 11, 966,0.105833,  1,255, 21, 19,1279448256.086145
 4530,  0, 34, 24,14, 11, 955,0.106250,  1,255, 21, 19,1279448256.142173
 4487,  0, 34, 24,14, 10, 948,0.106250,  1,255, 21, 19,1279448256.202118
 4487,  0, 34, 24,14, 10, 948,0.106250,  2,255, 21, 19,1279448256.262132
 4245,  0, 34, 24,14, 10, 957,0.106250,  2,255, 20, 19,1279448256.318123
 3995,  0, 34, 24,14, 10, 969,0.106250,  2,255, 21, 19,1279448256.378104
 3995,  0, 34, 24,14, 10, 969,0.106250,  2,255, 20, 19,1279448256.434192
 4323,  0, 33, 24,14, 10, 966,0.105833,  2,255, 20, 19,1279448256.494125
 4323,  0, 33, 24,14, 10, 966,0.105833,  2,255, 20, 19,1279448256.547165
 4539,  0, 34, 24,14, 10, 962,0.106250,  2,255, 20, 19,1279448256.602195
 4539,  0, 34, 24,14, 10, 962,0.106250,  1,255, 21, 19,1279448256.663177
 4479,  0, 34, 24,14, 10, 951,0.106250,  2,255, 21, 19,1279448256.722123
 4412,  0, 34, 24,14, 10, 951,0.106250,  2,255, 21, 19,1279448256.775212
 4412,  0, 34, 24,14, 10, 951,0.106250,  1,255, 21, 19,1279448256.834158
 4360,  0, 34, 24,14, 10, 957,0.106250,  2,255, 21, 19,1279448256.890118
 4360,  0, 34, 24,14, 10, 957,0.106250,  2,247, 21, 19,1279448256.950171
 4207,  0, 34, 24,14, 10, 966,0.105833,  2,255, 21, 19,1279448257.006166
 4360,  0, 34, 25,14, 10, 961,0.106250,  2,254, 20, 19,1279448257.066122
 4360,  0, 34, 25,14, 10, 961,0.106250,  2,255, 21, 19,1279448257.122202
 4427,  0, 34, 25,14, 10, 954,0.106250,  2,255, 21, 19,1279448257.182189
 4364,  0, 34, 25,14, 10, 956,0.106250,  2,255, 21, 19,1279448257.238108
 4364,  0, 34, 25,14, 10, 956,0.106250,  1,255, 21, 19,1279448257.294140
 4134,  0, 34, 25,14, 10, 963,0.106250,  1,255, 21, 19,1279448257.350191
 4134,  0, 34, 25,14, 10, 963,0.106250,  1,255, 21, 19,1279448257.410182
 4167,  0, 35, 25,14, 10, 972,0.105833,  2,255, 21, 19,1279448257.466115
 4163,  0, 34, 25,14, 10, 969,0.106250,  2,255, 20, 19,1279448257.526141
 4163,  0, 34, 25,14, 10, 969,0.106250,  2,255, 21, 19,1279448257.582206
 4327,  0, 34, 25,14, 10, 962,0.106250,  2,255, 21, 19,1279448257.638201
 4327,  0, 34, 25,14, 10, 962,0.106250,  2,255, 21, 19,1279448257.698123
 4249,  0, 34, 25,14, 10, 960,0.106250,  2,255, 21, 19,1279448257.754126
 4298,  0, 34, 25,14, 10, 962,0.106250,  2,255, 21, 19,1279448257.810161
 4298,  0, 34, 25,14, 10, 962,0.106250,  2,255, 21, 19,1279448257.870149
 4134,  0, 34, 25,14, 10, 966,0.106250,  1,255, 21, 19,1279448257.926176
 4134,  0, 34, 25,14, 10, 966,0.106250,  2,255, 21, 19,1279448257.982193
 4121,  0, 34, 25,14, 10, 970,0.106250,  2,255, 21, 19,1279448258.058141
 4367,  0, 35, 25,14, 10, 966,0.106250,  2,255, 21, 19,1279448258.099185
 4367,  0, 35, 25,14, 10, 966,0.106250,  2,255, 21, 19,1279448258.159136
 4680,  0, 34, 25,14, 10, 952,0.106250,  2,255, 21, 19,1279448258.214229
 4680,  0, 34, 25,14, 10, 952,0.106250,  2,255, 21, 19,1279448258.274192
 4534,  0, 34, 25,14, 10, 940,0.106250,  2,255, 21, 19,1279448258.334127
 4419,  0, 34, 25,14, 10, 949,0.106250,  2,254, 21, 19,1279448258.386160
 4419,  0, 34, 25,14, 10, 949,0.106250,  1,255, 21, 19,1279448258.443242
 4143,  0, 34, 25,14, 10, 968,0.105833,  1,255, 21, 19,1279448258.502180
 4004,  0, 35, 25,14, 10, 968,0.105833,  2,255, 20, 19,1279448258.558169
 4004,  0, 35, 25,14, 10, 969,0.105833,  2,255, 20, 19,1279448258.622123
 4187,  0, 35, 25,14, 10, 972,0.105833,  2,255, 20, 19,1279448258.674193
 4187,  0, 35, 25,14, 10, 972,0.105833,  2,255, 21, 19,1279448258.730203
 4374,  0, 34, 25,14, 10, 963,0.106250,  2,255, 21, 19,1279448258.790154
 4476,  0, 34, 25,14, 10, 951,0.106250,  2,255, 21, 19,1279448258.847190
 4476,  0, 34, 25,14, 10, 951,0.106250,  2,255, 21, 19,1279448258.906153
 4385,  0, 35, 25,14, 10, 957,0.106250,  2,255, 21, 19,1279448258.962190
 4385,  0, 35, 25,14, 10, 957,0.106250,  1,255, 21, 19,1279448259.018200
 4291,  0, 34, 25,14, 10, 954,0.106250,  1,255, 21, 19,1279448259.075177
 4224,  0, 34, 25,14, 10, 961,0.106250,  2,255, 21, 19,1279448259.134145
 4224,  0, 34, 25,14, 10, 961,0.106250,  2,255, 21, 19,1279448259.194134
 4241,  0, 35, 25,14, 10, 965,0.105833,  2,255, 21, 19,1279448259.247233
 4241,  0, 35, 25,14, 10, 965,0.105833,  2,254, 21, 19,1279448259.306204
 4098,  0, 34, 25,14, 10, 969,0.105833,  2,255, 21, 19,1279448259.362208
 4330,  0, 35, 25,14, 10, 965,0.106250,  2,255, 21, 19,1279448259.422190
 4330,  0, 35, 25,14, 10, 965,0.106250,  2,255, 21, 19,1279448259.482192
 4578,  0, 34, 25,14, 10, 951,0.106250,  2,255, 21, 19,1279448259.534203
 4578,  0, 35, 25,14, 10, 951,0.106250,  1,255, 21, 19,1279448259.598127
 4555,  0, 35, 25,14, 10, 938,0.106250,  1,255, 21, 19,1279448259.666120
 4308,  0, 34, 25,14, 10, 949,0.106250,  2,255, 21, 19,1279448259.710267
 4308,  0, 34, 25,14, 10, 949,0.106250,  1,255, 21, 19,1279448259.766206
 4141,  0, 35, 25,14, 10, 960,0.106250,  1,255, 21, 19,1279448259.823208
 4187,  0, 35, 25,14, 10, 965,0.105833,  2,255, 21, 19,1279448259.882175
 4187,  0, 35, 25,14, 10, 965,0.105833,  2,255, 21, 19,1279448259.943165
 4298,  0, 35, 25,14, 10, 963,0.106250,  3,255, 21, 19,1279448259.998193
