RPM, Speed, Water-temp (engine), Air-temp manifold, Batt voltage, Pot, MAP, Lambda, Gear Neautral, Oil-press, Water-temp, Oil-temp, unix-tid
 6158,  0, 84, 61,14, 51,1309,0.105833,255,255, 94,118,1279449391.666115
 6527,  0, 85, 61,14, 55,1346,0.106250,255,255, 93,116,1279449391.722133
 6815,  0, 85, 61,14, 54,1350,0.106250,255,255, 93,116,1279449391.790179
 6815,  0, 85, 61,14, 54,1350,0.106250,255,255, 94,116,1279449391.842118
 7033,  0, 86, 61,14, 55,1372,0.106250,255,255, 94,116,1279449391.950087
 7033,  0, 86, 61,14, 55,1372,0.106250,255,255, 94,116,1279449391.966101
 7244,  0, 89, 61,14, 53,1362,0.106250,255,255, 94,116,1279449392.010109
 7499,  0, 85, 61,14, 53,1356,0.106250,255,255, 94,116,1279449392.078088
 7499,  0, 85, 61,14, 53,1356,0.106250,254,255, 94,118,1279449392.126113
 7853,  0, 85, 61,14, 52,1356,0.105833,255,255, 94,116,1279449392.186104
 7853,  0, 85, 61,14, 43,1356,0.105833,255,255, 94,116,1279449392.246109
 8000,  0, 85, 61,14, 43,1284,0.105833,255,255, 94,116,1279449392.294181
 8217,  0, 85, 61,14, 35,1134,0.105833,255,255, 94,116,1279449392.354170
 8217,  0, 85, 61,14, 35,1134,0.105833,255,255, 93,116,1279449392.414166
 8389,  0, 84, 61,14, 26,1050,0.105833,255,255, 93,116,1279449392.470128
 8389,  0, 84, 61,14, 26,1050,0.105833,255,255, 94,116,1279449392.534175
 8430,  0, 85, 61,14, 22, 895,0.105833,255,255, 93,116,1279449392.670105
 8542,  0, 83, 61,14, 23, 852,0.106250,255,255, 93,116,1279449392.686116
 8542,  0, 83, 61,14, 23, 852,0.106250,255,255, 94,116,1279449392.715278
 8584,  0, 84, 61,14, 17, 795,0.106250,255,255, 93,116,1279449392.755347
 8584,  0, 84, 61,14, 17, 795,0.106250,255,255, 93,116,1279449392.814138
 8612,  0, 84, 61,14, 15, 738,0.106250,255,255, 93,116,1279449392.874107
 8654,  0, 82, 61,14, 13, 703,0.106250,255,255, 93,116,1279449392.942197
 8654,  0, 82, 61,14, 13, 703,0.106250,255,255, 93,116,1279449392.994167
 8654,  0, 85, 61,14, 11, 659,0.105833,255,255, 93,116,1279449393.058177
 8654,  0, 82, 61,14, 11, 659,0.105833,255,250, 93,116,1279449393.102842
 8684,  0, 82, 61,14, 11, 636,0.105833,255,255, 93,116,1279449393.202120
 8670,  0, 84, 61,14, 10, 630,0.105833,255,253, 93,116,1279449393.226104
 8670,  0, 84, 61,14, 10, 630,0.105833,255,255, 93,116,1279449393.274160
 8684,  0, 82, 61,14,  9, 613,0.105417,255,255, 93,116,1279449393.330162
 8713,  0, 86, 61,14,  8, 613,0.105417,255,255, 93,116,1279449393.394138
 8713,  0, 86, 61,14,  8, 603,0.105000,255,255, 93,116,1279449393.466163
 8670,  0, 82, 61,14,  9, 602,0.105000,255,255, 94,116,1279449393.503324
 8670,  0, 82, 61,14,  9, 602,0.105000,255,255, 93,116,1279449393.562177
 8640,  0, 82, 61,14,  8, 603,0.104583,255,255, 93,116,1279449393.626174
 8626,  0, 86, 61,14,  8, 606,0.104583,255,255, 93,116,1279449393.678118
 8626,  0, 86, 61,14,  8, 606,0.104583,255,255, 93,116,1279449393.735319
 8612,  0, 83, 61,14,  9, 607,0.104583,255,255, 93,116,1279449393.795353
 8612,  0, 83, 61,14,  9, 607,0.104583,255,255, 93,116,1279449393.850133
 8612,  0, 85, 61,14, 10, 627,0.104167,255,255, 93,116,1279449393.906089
 8640,  0, 86, 61,14, 15, 627,0.104167,255,255, 93,116,1279449393.970118
 8640,  0, 86, 61,14, 15, 666,0.104167,255,255, 93,116,1279449394.030094
 8626,  0, 87, 61,14, 15, 699,0.104167,255,255, 93,116,1279449394.154085
 8626,  0, 83, 61,14, 15, 699,0.104167,255,255, 93,116,1279449394.186077
 8786,  0, 83, 61,14, 27, 806,0.104583,254,255, 93,116,1279449394.202107
 8847,  0, 84, 61,14, 31, 903,0.104583,255,255, 93,116,1279449394.254115
 8847,  0, 84, 61,14, 31, 903,0.104583,255,255, 93,116,1279449394.314122
 9014,  0, 84, 61,14, 35, 952,0.105417,255,255, 93,116,1279449394.371209
 9014,  0, 85, 61,14, 38, 952,0.105417,254,255, 94,116,1279449394.426088
 9109,  0, 85, 61,14, 38,1011,0.105833,255,255, 94,116,1279449394.486114
 9319,  0, 86, 61,14, 43,1061,0.105833,255,255, 93,116,1279449394.543215
 9319,  0, 86, 61,14, 43,1061,0.105833,255,255, 93,116,1279449394.607160
 9504,  0, 85, 61,14, 44,1099,0.105833,255,255, 93,116,1279449394.655332
 9504,  0, 85, 61,14, 44,1099,0.105833,255,255, 93,116,1279449394.714114
 9662,  0, 85, 61,14, 28,1003,0.105417,254,255, 93,116,1279449394.774119
 9574,  0, 83, 61,14, 13, 743,0.105417,255,255, 93,116,1279449394.827319
 9574,  0, 83, 61,14, 13, 743,0.105417,255,255, 93,116,1279449394.886177
 9387,  0, 85, 61,14, 10, 603,0.105833,255,255, 93,116,1279449394.943358
 9125,  0, 81, 61,14,  9, 555,0.105417,255,255, 93,116,1279449395.003212
 9125,  0, 81, 61,14,  9, 555,0.105417,255,255, 94,116,1279449395.062111
 8816,  0, 81, 61,14, 10, 568,0.104583,255,255, 94,116,1279449395.118167
 8816,  0, 81, 61,14, 10, 568,0.104583,255,255, 94,116,1279449395.178090
 8527,  0, 86, 61,14, 10, 606,0.104167,255,255, 94,116,1279449395.230117
 8150,  0, 82, 61,14, 10, 645,0.104167,255,255, 93,116,1279449395.287102
 8150,  0, 82, 61,14, 10, 645,0.104167,255,255, 93,116,1279449395.346173
 7793,  0, 85, 61,14, 10, 695,0.104167,255,255, 93,116,1279449395.402174
 7793,  0, 85, 61,14, 10, 695,0.104167,255,255, 93,116,1279449395.518135
 7435,  0, 86, 61,14, 11, 747,0.105000,255,255, 94,116,1279449395.538120
 7081,  0, 85, 61,14, 12, 747,0.105000,255,255, 94,116,1279449395.582129
 7081,  0, 85, 61,14, 12, 790,0.105000,255,255, 94,116,1279449395.634176
 6888,  0, 82, 61,14, 12, 819,0.105833,255,255, 94,116,1279449395.690082
 6888,  0, 82, 61,14, 12, 819,0.105833,255,255, 94,116,1279449395.766105
 6619,  0, 82, 61,14, 12, 839,0.105833,255,255, 94,116,1279449395.874139
 6438,  0, 82, 61,14, 12, 849,0.105833,255,255, 94,116,1279449395.906072
 6438,  0, 82, 61,14, 12, 849,0.105833,249,255, 94,116,1279449395.927214
 6158,  0, 82, 61,14, 12, 859,0.105833,255,255, 94,116,1279449395.979237
 6158,  0, 82, 61,14, 12, 859,0.105833,255,255, 94,116,1279449396.039157
 5939,  0, 82, 61,14, 12, 861,0.105833,255,255, 94,116,1279449396.098109
 5798,  0, 82, 61,14, 12, 858,0.106250,255,255, 94,116,1279449396.158105
 5798,  0, 82, 61,14, 12, 858,0.106250,255,255, 94,116,1279449396.302182
 6447,  0, 83, 62,14, 12, 867,0.105833,255,255, 93,116,1279449396.326151
 6912,  0, 82, 62,14, 13, 867,0.105833,255,255, 94,116,1279449396.330067
 6912,  0, 82, 62,14, 13, 876,0.105833,254,255, 94,116,1279449396.394117
 7204,  0, 83, 62,14, 13, 870,0.105833,255,255, 94,116,1279449396.435303
 7204,  0, 83, 62,14, 13, 870,0.105833,255,255, 94,116,1279449396.498109
 7509,  0, 83, 62,14, 13, 847,0.105833,255,255, 94,116,1279449396.566155
 7509,  0, 82, 62,14, 13, 847,0.105833,255,255, 94,116,1279449396.610094
 7713,  0, 82, 62,14, 13, 819,0.105833,255,255, 94,116,1279449396.670175
 7254,  0, 83, 62,14, 13, 795,0.105833,255,255, 94,116,1279449396.727306
 7254,  0, 83, 62,14, 13, 795,0.105833,255,255, 94,116,1279449396.786082
 5124,  0, 81, 62,14,  0, 739,0.105833,254,255, 94,116,1279449396.839330
 4680,  0, 82, 62,14,  8, 800,0.105833,255,255, 94,116,1279449396.899336
 4680,  0, 82, 62,14,  8, 800,0.105833,255,255, 94,116,1279449396.966106
 5190,  0, 82, 62,14, 10, 888,0.105417,255,255, 94,116,1279449397.022170
 5190,  0, 82, 62,14, 10, 888,0.105417,255,255, 94,116,1279449397.074111
 5295,  0, 83, 62,14, 11, 888,0.105417,255,255, 94,116,1279449397.127334
 4011,  0, 81, 62,14,  4, 901,0.106250,255,255, 94,116,1279449397.194107
 4011,  0, 81, 62,14,  4, 901,0.106250,255,255, 94,116,1279449397.254181
 4431,  0, 82, 62,14, 10, 925,0.105833,255,255, 94,116,1279449397.306172
 4431,  0, 82, 62,14, 10, 925,0.105833,254,255, 94,116,1279449397.358160
 4364,  0, 82, 62,14, 17,1011,0.105833,255,255, 94,116,1279449397.422107
 4067,  0, 82, 62,14, 12,1015,0.106250,255,255, 94,116,1279449397.474173
 4067,  0, 82, 62,14, 12,1015,0.106250,255,255, 94,116,1279449397.534169
 4582,  0, 86, 62,14, 12,1006,0.106250,255,255, 94,116,1279449397.594157
 4582,  0, 86, 62,14, 12,1006,0.106250,255,255, 94,116,1279449397.646157
 4546,  0, 82, 62,14, 11, 991,0.105833,255,255, 94,116,1279449397.786111
 4770,  0, 82, 62,14, 11, 978,0.105833,255,255, 94,116,1279449397.806083
 4770,  0, 82, 62,14, 11, 978,0.105833,254,255, 94,116,1279449397.882169
 4846,  0, 82, 62,14, 11, 969,0.105833,255,255, 94,116,1279449397.882301
 4846,  0, 84, 62,14, 11, 969,0.105833,255,255, 94,116,1279449397.938103
 5079,  0, 84, 62,14, 11, 955,0.105833,255,255, 94,116,1279449397.994173
 5160,  0, 82, 62,14, 10, 936,0.106250,255,255, 94,116,1279449398.050118
 5160,  0, 82, 62,14, 10, 936,0.106250,255,255, 94,116,1279449398.110148
 5144,  0, 85, 62,14,  7, 897,0.106250,255,255, 94,116,1279449398.162165
 5422,  0, 82, 62,14,  8, 876,0.106250,255,255, 94,116,1279449398.222159
 5422,  0, 82, 62,14,  8, 876,0.106250,255,255, 94,116,1279449398.294109
 5416,  0, 82, 62,14,  9, 872,0.106250,255,255, 94,116,1279449398.398179
 5416,  0, 82, 62,14,  9, 872,0.106250,255,255, 94,116,1279449398.435300
 5455,  0, 87, 62,14,  9, 868,0.106250,255,255, 94,116,1279449398.450165
 5549,  0, 82, 62,14,  8, 857,0.106250,255,255, 94,116,1279449398.510131
 5549,  0, 82, 62,14,  8, 857,0.106250,255,255, 94,116,1279449398.570130
 5405,  0, 82, 62,14,  5, 819,0.106250,255,255, 94,116,1279449398.626075
 5405,  0, 82, 62,14,  5, 819,0.106250,255,255, 94,116,1279449398.686091
 5519,  0, 82, 62,14,  5, 793,0.105833,255,255, 94,116,1279449398.742109
 5455,  0, 83, 62,14,  5, 786,0.105833,255,255, 94,116,1279449398.799106
 5455,  0, 83, 62,14,  5, 786,0.105833,255,255, 94,116,1279449398.858170
 5405,  0, 85, 62,14,  5, 783,0.105417,255,255, 94,116,1279449398.914116
 5405,  0, 82, 62,14,  5, 783,0.105417,255,255, 94,116,1279449398.970168
 5405,  0, 82, 62,14,  5, 787,0.105417,255,255, 94,116,1279449399.027329
 5301,  0, 82, 62,14,  5, 793,0.105417,255,255, 94,116,1279449399.086165
 5301,  0, 82, 62,14,  5, 793,0.105417,255,255, 94,116,1279449399.146093
 5180,  0, 82, 62,14,  5, 803,0.105833,255,255, 94,116,1279449399.199330
 5180,  0, 84, 62,14,  5, 803,0.105833,255,255, 94,116,1279449399.266106
 5160,  0, 84, 62,14,  5, 818,0.105833,255,255, 94,116,1279449399.330082
 5010,  0, 82, 62,14,  5, 826,0.105833,255,255, 94,116,1279449399.371332
 5010,  0, 82, 62,14,  5, 826,0.105833,255,255, 94,116,1279449399.430175
 4897,  0, 85, 62,14,  5, 843,0.105833,255,255, 94,116,1279449399.487302
 4897,  0, 82, 62,14,  5, 843,0.105833,255,255, 94,116,1279449399.546110
 4897,  0, 82, 62,14,  5, 855,0.106250,255,255, 94,116,1279449399.606116
 4722,  0, 82, 62,14,  5, 869,0.106250,255,255, 94,116,1279449399.662110
 4722,  0, 82, 62,14,  5, 869,0.106250,255,255, 94,116,1279449399.718180
 4757,  0, 83, 62,14,  5, 871,0.105833,255,255, 94,116,1279449399.774141
 4659,  0, 83, 62,14,  5, 871,0.105833,255,255, 94,116,1279449399.835107
 4659,  0, 83, 62,14,  5, 879,0.105833,255,255, 94,116,1279449399.894199
 4907,  0, 82, 62,14,  5, 876,0.106250,255,255, 94,116,1279449399.950081
 4907,  0, 82, 62,14,  5, 876,0.106250,255,255, 94,116,1279449400.006202
 4865,  0, 83, 62,14,  5, 872,0.106250,255,255, 94,116,1279449400.062136
 4865,  0, 83, 61,14,  5, 872,0.106250,255,255, 94,116,1279449400.118347
 4865,  0, 83, 61,14,  5, 878,0.106250,255,255, 94,116,1279449400.178170
 4897,  0, 83, 62,14,  5, 870,0.106250,255,255, 94,116,1279449400.234170
 4897,  0, 87, 61,14,  5, 870,0.106250,255,255, 94,116,1279449400.294166
 4879,  0, 87, 61,14,  5, 870,0.106250,255,255, 94,116,1279449400.350114
 5064,  0, 87, 61,14,  5, 870,0.106250,255,255, 94,116,1279449400.410120
 5064,  0, 87, 61,14,  5, 865,0.106250,255,255, 94,116,1279449400.470111
 4939,  0, 82, 61,14,  5, 856,0.106250,255,255, 94,116,1279449400.522876
 4939,  0, 83, 61,14,  5, 856,0.106250,255,255, 94,116,1279449400.583161
 5039,  0, 83, 61,14,  5, 857,0.106250,255,255, 94,116,1279449400.638109
 5025,  0, 83, 61,14,  6, 855,0.106250,254,255, 94,116,1279449400.698104
 5025,  0, 83, 61,14,  6, 855,0.106250,254,255, 94,116,1279449400.754103
 5154,  0, 84, 61,14,  6, 867,0.106250,255,255, 94,116,1279449400.822129
 5124,  0, 82, 61,14,  4, 867,0.106250,243,252, 94,116,1279449400.866984
 5124,  0, 82, 61,14,  4, 850,0.106250,255,255, 94,116,1279449400.938082
 4832,  0, 83, 61,14,  2, 829,0.106250,255,255, 94,116,1279449400.982175
 4832,  0, 83, 61,14,  2, 829,0.106250,255,255, 94,116,1279449401.054107
 4788,  0, 83, 61,14,  1, 825,0.106250,255,255, 94,116,1279449401.103211
 4792,  0, 83, 61,14,  1, 819,0.106250,255,255, 94,116,1279449401.162138
 4792,  0, 83, 61,14,  1, 819,0.105833,254,255, 94,116,1279449401.218114
 5059,  0, 83, 61,14,  1, 803,0.105000,255,255, 94,116,1279449401.271155
 5059,  0, 83, 61,14,  1, 803,0.105000,255,255, 94,116,1279449401.338112
 4819,  0, 83, 61,14,  4, 823,0.105000,255,255, 94,116,1279449401.474111
 4693,  0, 83, 61,14,  5, 823,0.105000,255,255, 94,116,1279449401.490139
 4693,  0, 83, 61,14,  5, 855,0.104583,255,255, 94,116,1279449401.507108
 4982,  0, 83, 61,14,  6, 871,0.105000,255,255, 94,118,1279449401.559327
 4982,  0, 83, 61,14,  6, 871,0.105000,255,255, 94,118,1279449401.619326
 5405,  0, 83, 61,14,  6, 852,0.105833,254,255, 94,118,1279449401.674113
 4382,  0, 83, 61,14,  6, 869,0.105833,255,255, 94,118,1279449401.738171
 4382,  0, 83, 61,14,  6, 869,0.106250,255,255, 94,118,1279449401.794118
 4735,  0, 86, 61,14,  6, 900,0.106250,255,255, 94,118,1279449401.846172
 4735,  0, 86, 61,14,  6, 900,0.106250,255,255, 94,118,1279449401.906105
 5232,  0, 83, 61,14,  7, 887,0.105833,255,255, 94,118,1279449401.962132
 5345,  0, 83, 61,14,  7, 849,0.105833,255,255, 94,118,1279449402.019158
 5345,  0, 83, 61,14,  7, 849,0.105833,255,255, 94,118,1279449402.083084
 4727,  0, 83, 61,14,  6, 870,0.106250,255,255, 94,118,1279449402.134155
 4727,  0, 83, 61,14,  6, 870,0.106250,255,253, 94,118,1279449402.198170
 5010,  0, 83, 61,14,  6, 887,0.105833,255,255, 94,118,1279449402.250115
 5393,  0, 83, 61,14,  6, 864,0.105833,255,255, 94,118,1279449402.306167
 5393,  0, 83, 61,14,  6, 864,0.105833,255,255, 94,118,1279449402.366174
 5572,  0, 83, 61,14,  6, 826,0.105833,255,255, 94,118,1279449402.422134
 5572,  0, 83, 61,14,  4, 826,0.105833,255,255, 94,118,1279449402.490110
 4797,  0, 83, 61,14,  4, 836,0.106250,255,255, 94,118,1279449402.538200
 4744,  0, 83, 61,14,  4, 849,0.105833,255,255, 94,118,1279449402.598116
 4744,  0, 83, 61,14,  4, 849,0.105833,255,255, 96,118,1279449402.655270
 5232,  0, 83, 61,14,  4, 839,0.105417,255,255, 94,118,1279449402.710081
 5232,  0, 83, 61,14,  1, 839,0.105417,255,255, 96,118,1279449402.767229
 5144,  0, 83, 61,14,  1, 795,0.105833,255,255, 96,118,1279449402.826173
 4697,  0, 83, 61,14,  1, 791,0.105833,255,255, 96,118,1279449402.882128
 4697,  0, 83, 61,14,  1, 791,0.105833,253,255, 96,118,1279449402.942822
 4284,  0, 83, 61,14,  1, 807,0.105417,255,255, 96,118,1279449402.998175
 4051,  0, 87, 61,14,  1, 831,0.104583,255,255, 96,118,1279449403.058083
 4051,  0, 87, 61,14,  1, 831,0.104583,255,255, 96,118,1279449403.114163
 4558,  0, 85, 61,14,  1, 834,0.104583,255,255, 96,118,1279449403.170171
 4558,  0, 85, 61,14,  1, 834,0.104583,255,255, 96,118,1279449403.230121
 4273,  0, 87, 61,14,  1, 835,0.105000,255,255, 96,118,1279449403.283340
 4064,  0, 83, 61,14,  1, 835,0.105000,255,255, 96,118,1279449403.354116
 4064,  0, 83, 61,14,  1, 847,0.105417,255,255, 96,118,1279449403.446177
 4187,  0, 83, 61,14,  1, 850,0.105000,255,255, 96,118,1279449403.462154
 4187,  0, 83, 61,14,  1, 850,0.105000,255,255, 96,118,1279449403.518170
 4163,  0, 83, 61,14,  1, 849,0.105000,255,255, 96,118,1279449403.571209
 3952,  0, 83, 61,14,  0, 856,0.105417,255,255, 96,118,1279449403.638080
 3952,  0, 83, 61,14,  0, 856,0.105417,255,255, 96,118,1279449403.694086
 4054,  0, 83, 61,14,  1, 861,0.105000,255,255, 96,118,1279449403.746094
 4054,  0, 83, 61,14,  1, 861,0.105000,255,255, 96,118,1279449403.814136
 4070,  0, 83, 61,14,  0, 858,0.105417,255,255, 96,118,1279449403.866177
 3917,  0, 83, 61,14,  1, 858,0.105417,255,255, 96,118,1279449403.922170
 3917,  0, 83, 61,14,  1, 859,0.105833,255,255, 96,118,1279449403.978118
 3974,  0, 83, 61,14,  1, 863,0.105833,255,255, 96,118,1279449404.035133
 3932,  0, 83, 61,14,  1, 863,0.105833,254,255, 96,118,1279449404.090169
 3932,  0, 83, 61,14,  1, 864,0.105417,255,255, 96,118,1279449404.147335
 4054,  0, 83, 61,14,  1, 864,0.105833,255,255, 96,118,1279449404.210096
 4054,  0, 83, 61,14,  1, 864,0.105833,255,255, 96,118,1279449404.274161
 3995,  0, 83, 61,14,  1, 865,0.105833,255,254, 96,118,1279449404.323345
 3995,  0, 82, 61,14,  1, 865,0.105833,255,255, 96,118,1279449404.378176
 3905,  0, 82, 61,14,  1, 867,0.105417,255,255, 96,118,1279449404.439285
 3893,  0, 83, 61,14,  1, 868,0.105417,255,255, 96,118,1279449404.502198
 3893,  0, 83, 61,14,  1, 868,0.105417,252,255, 96,118,1279449404.578172
 3799,  0, 82, 61,14,  0, 868,0.105833,255,255, 96,118,1279449404.615295
 3725,  0, 83, 61,14,  1, 876,0.105833,253,255, 96,118,1279449404.667291
 3725,  0, 83, 61,14,  1, 876,0.105833,255,255, 96,118,1279449404.734118
 4051,  0, 83, 61,14,  1, 871,0.105833,255,255, 96,118,1279449404.779354
 4051,  0, 83, 61,14,  1, 871,0.105833,255,255, 96,118,1279449404.839330
 3634,  0, 83, 61,14,  1, 873,0.105833,255,255, 96,118,1279449404.895348
 3564,  0, 83, 61,14,  1, 900,0.105833,255,255, 96,118,1279449404.958142
 3564,  0, 83, 61,14,  1, 900,0.105833,254,255, 96,118,1279449405.030105
 3947,  0, 82, 61,14,  1, 894,0.105833,255,255, 96,118,1279449405.075245
 3947,  0, 82, 61,14,  1, 894,0.105833,255,255, 96,118,1279449405.127325
 4287,  0, 83, 61,14,  1, 868,0.105833,255,255, 96,118,1279449405.187352
 4287,  0, 82, 61,14,  1, 868,0.105833,255,255, 96,118,1279449405.242084
 3365,  0, 82, 61,14,  1, 880,0.106250,255,255, 96,118,1279449405.302144
 3270,  0, 85, 61,14,  1, 916,0.105833,255,255, 96,118,1279449405.358110
 3270,  0, 85, 61,14,  1, 916,0.105833,255,255, 97,118,1279449405.418086
 4211,  0, 82, 61,14,  3, 909,0.105417,255,255, 97,118,1279449405.470159
 4154,  0, 83, 61,14,  3, 884,0.105417,255,255, 97,118,1279449405.531157
 4154,  0, 83, 61,14,  3, 884,0.105417,255,255, 97,118,1279449405.590121
 3306,  0, 82, 61,14,  2, 907,0.105833,255,255, 97,118,1279449405.646129
 3306,  0, 83, 61,14,  4, 907,0.105833,255,255, 97,118,1279449405.706128
 3545,  0, 83, 61,14,  4, 948,0.105833,255,255, 97,118,1279449405.758067
 4702,  0, 83, 61,14,  5, 922,0.105833,255,255, 97,118,1279449405.819164
 4702,  0, 83, 61,14,  5, 922,0.105833,243,255, 97,118,1279449405.878078
 3845,  0, 83, 61,14,  3, 915,0.105833,255,255, 97,118,1279449405.934132
 3845,  0, 83, 61,14,  3, 915,0.105833,255,255, 97,118,1279449405.990211
 3390,  0, 82, 61,14,  3, 937,0.105833,255,255, 97,118,1279449406.058147
 4277,  0, 83, 61,14,  4, 935,0.105833,255,255, 97,118,1279449406.103343
 4277,  0, 83, 61,14,  4, 935,0.105833,255,254, 97,118,1279449406.166069
 4953,  0, 83, 61,14,  5, 888,0.105833,255,255, 97,118,1279449406.219322
 4953,  0, 87, 61,14,  5, 888,0.105833,255,255, 97,118,1279449406.278146
 3564,  0, 87, 61,14,  0, 881,0.106250,255,255, 97,118,1279449406.338136
 3589,  0, 82, 61,14,  0, 899,0.105833,255,255, 97,118,1279449406.398154
 3589,  0, 82, 61,14,  0, 899,0.105833,255,255, 97,118,1279449406.458173
 3983,  0, 82, 61,14,  0, 885,0.105833,255,255, 97,118,1279449406.507347
 3983,  0, 82, 61,14,  0, 885,0.105833,255,255, 97,118,1279449406.566202
 4277,  0, 83, 60,14,  0, 861,0.105833,255,255, 97,118,1279449406.623329
 4051,  0, 84, 60,14,  0, 855,0.106250,255,255, 97,118,1279449406.678134
 4051,  0, 84, 60,14,  0, 855,0.106250,255,255, 97,118,1279449406.738168
 3819,  0, 83, 60,14,  1, 859,0.105833,255,255, 97,118,1279449406.794166
 4051,  0, 86, 60,14,  2, 859,0.105833,255,255, 97,118,1279449406.854168
 4051,  0, 86, 60,14,  2, 876,0.105000,255,255, 97,118,1279449406.914109
 4280,  0, 83, 60,14,  3, 879,0.105417,255,255, 97,118,1279449406.967230
 4280,  0, 83, 60,14,  3, 879,0.105417,255,255, 97,118,1279449407.026168
 4263,  0, 83, 60,14,  4, 885,0.105833,255,255, 97,118,1279449407.082116
 4370,  0, 87, 60,14,  4, 891,0.105833,255,255, 97,118,1279449407.142086
 4370,  0, 87, 60,14,  4, 891,0.105833,255,255, 97,118,1279449407.202108
 4319,  0, 86, 60,14,  4, 891,0.105833,255,255, 97,118,1279449407.255232
 4319,  0, 83, 60,14,  4, 891,0.105833,255,255, 97,118,1279449407.314112
 4263,  0, 83, 60,14,  4, 902,0.105833,255,255, 97,120,1279449407.370105
 4273,  0, 83, 60,14,  5, 909,0.105417,255,255, 97,120,1279449407.434087
 4273,  0, 83, 60,14,  5, 909,0.105417,255,255, 99,120,1279449407.494163
 4457,  0, 88, 60,14,  5, 909,0.105417,255,255, 99,120,1279449407.542108
 4457,  0, 83, 60,14,  5, 909,0.105417,255,255, 99,118,1279449407.602204
 4739,  0, 83, 60,14,  6, 903,0.105833,255,255, 99,118,1279449407.678118
 4976,  0, 83, 60,14,  6, 896,0.105833,254,255, 99,118,1279449407.715342
 4976,  0, 83, 60,14,  6, 896,0.105833,255,255, 99,118,1279449407.774174
 5312,  0, 83, 60,14,  7, 865,0.105833,255,255, 99,120,1279449407.830128
 5312,  0, 83, 60,14,  7, 865,0.105833,255,255, 99,118,1279449407.890178
 5647,  0, 83, 60,14,  7, 838,0.106250,255,255, 99,118,1279449407.950114
 5824,  0, 83, 60,14,  7, 809,0.105833,255,255, 99,120,1279449408.006113
 5824,  0, 83, 60,14,  7, 809,0.105833,255,255, 99,120,1279449408.062131
 5838,  0, 83, 60,14,  7, 789,0.105833,254,255, 99,120,1279449408.118116
 5786,  0, 84, 60,14,  7, 780,0.105417,255,255, 99,120,1279449408.178111
 5786,  0, 84, 60,14,  7, 780,0.105417,255,255, 99,120,1279449408.234162
 5838,  0, 83, 60,14,  7, 769,0.105417,255,255, 99,120,1279449408.291155
 5838,  0, 83, 60,14,  7, 769,0.105417,254,255, 99,120,1279449408.350178
 5933,  0, 87, 60,14,  7, 765,0.105417,254,255, 99,120,1279449408.407235
 5857,  0, 83, 60,14,  7, 760,0.105417,254,255, 99,120,1279449408.466112
 5857,  0, 83, 60,14,  7, 760,0.105417,255,255, 99,120,1279449408.526112
 5967,  0, 85, 60,14,  7, 757,0.105417,255,255, 99,120,1279449408.578168
 5967,  0, 85, 60,14,  7, 757,0.105417,254,255, 99,120,1279449408.638169
 6029,  0, 86, 60,14,  7, 756,0.105417,255,255, 99,120,1279449408.691352
 6078,  0, 87, 60,14,  7, 757,0.105417,255,255, 99,120,1279449408.754144
 6078,  0, 87, 60,14,  7, 757,0.105417,255,255, 99,120,1279449408.810563
 6150,  0, 83, 60,14,  7, 755,0.105417,255,255, 99,120,1279449408.867348
 6150,  0, 83, 60,14,  7, 755,0.105417,255,255, 99,120,1279449408.926170
 6107,  0, 83, 60,14,  7, 759,0.105417,255,255, 99,120,1279449408.982113
 6216,  0, 83, 60,14,  7, 762,0.105417,255,255, 99,120,1279449409.046200
 6216,  0, 83, 60,14,  7, 762,0.105417,255,255, 99,120,1279449409.098177
 6216,  0, 83, 60,14,  7, 764,0.105417,255,255, 99,120,1279449409.158161
 6216,  0, 83, 60,14,  7, 764,0.105417,255,255, 99,120,1279449409.211334
 6276,  0, 84, 60,14,  7, 764,0.105833,255,255, 99,120,1279449409.282099
 6376,  0, 84, 60,14,  7, 768,0.105417,255,255,100,120,1279449409.331328
 6376,  0, 84, 60,14,  7, 768,0.105417,255,255,100,120,1279449409.390118
 6486,  0, 83, 60,14,  7, 768,0.105417,255,255,100,120,1279449409.443205
 6486,  0, 83, 60,14,  7, 768,0.105417,255,254, 99,120,1279449409.502106
 6552,  0, 83, 60,14,  7, 762,0.105833,254,255,100,120,1279449409.558177
 6585,  0, 83, 60,14,  7, 759,0.105833,255,255,100,120,1279449409.626109
 6585,  0, 83, 60,14,  7, 759,0.105833,255,255,100,120,1279449409.730110
 6728,  0, 83, 60,14,  7, 758,0.105833,255,255,100,120,1279449409.742143
 6798,  0, 83, 60,14,  7, 758,0.105833,255,255,100,120,1279449409.790112
 6798,  0, 83, 60,14,  7, 753,0.105833,255,255,100,120,1279449409.846180
 6949,  0, 83, 60,14,  7, 744,0.105833,255,255,100,120,1279449409.902176
 6949,  0, 83, 60,14,  7, 744,0.105833,255,255,100,120,1279449409.958197
 6995,  0, 83, 60,14,  7, 742,0.105833,255,255,100,120,1279449410.015174
 6995,  0, 83, 60,14,  7, 742,0.105833,255,255,100,120,1279449410.074228
 7042,  0, 83, 60,14,  7, 740,0.105833,255,255,100,120,1279449410.134181
 7081,  0, 83, 60,14,  7, 737,0.105833,255,255,100,120,1279449410.191255
 7081,  0, 83, 60,14,  7, 737,0.105833,255,255,100,120,1279449410.255156
