Serial Send
Serial
Server started (Port: 9999),
0,0,70,29,128,-2,1091,255,3,55,46,1282919712,-6,0,156,6263,4,35,0
0,0,70,29,128,-2,1091,255,3,55,46,1282919712,-7,0,156,6263,4,35,0
0,0,71,29,128,-2,1091,255,3,55,46,1282919712,-6,0,156,6228,4,35,0
0,0,71,29,128,-2,1091,255,3,55,46,1282919712,-6,0,156,6228,4,35,0
0,0,71,29,128,-2,1091,255,2,55,46,1282919712,-6,0,156,6228,4,35,0
0,0,70,29,128,-2,1092,255,2,55,46,1282919712,-6,0,156,6263,4,35,0
0,0,70,29,128,-2,1092,255,3,55,46,1282919712,-6,0,156,6263,4,35,0
0,0,70,29,128,0,1092,255,3,55,46,1282919712,-6,0,156,6263,4,35,0
0,0,71,29,128,0,1090,255,3,55,46,1282919712,-6,0,156,6223,4,35,0
0,0,71,29,128,0,1090,255,3,55,46,1282919712,-6,0,156,6223,4,35,0
0,0,71,29,128,0,1090,255,3,55,46,1282919712,-6,0,156,6223,4,35,0
0,0,71,29,128,0,1090,255,3,55,46,1282919713,-6,0,156,6223,4,35,0
0,0,70,29,128,0,1090,255,2,55,46,1282919713,-6,0,156,6248,4,35,0
0,0,70,29,128,1,1090,255,2,55,46,1282919713,-6,0,156,6248,4,35,0
0,0,70,29,128,1,1090,255,2,55,46,1282919713,-6,0,156,6248,4,35,0
0,0,71,29,128,1,1091,255,3,55,46,1282919713,-6,0,156,6233,4,35,0
0,0,71,29,128,2,1091,255,3,55,46,1282919713,-6,0,156,6233,4,35,0
0,0,71,29,128,2,1091,255,3,55,46,1282919713,-6,0,156,6233,4,35,0
0,0,71,29,128,2,1092,255,3,55,46,1282919713,-6,0,156,6258,4,35,0
0,0,71,29,128,2,1092,255,3,54,46,1282919713,-6,0,156,6258,4,35,0
0,0,71,29,128,2,1092,255,3,54,46,1282919713,-6,0,156,6258,4,35,0
0,0,71,29,128,2,1091,255,2,55,46,1282919713,-6,0,156,6248,4,35,0
0,0,71,29,128,2,1091,255,2,55,46,1282919713,-6,0,156,6248,4,35,0
0,0,71,29,128,2,1091,255,3,55,46,1282919713,-6,0,156,6248,4,35,0
0,0,71,29,128,2,1091,255,3,55,46,1282919713,-6,0,156,6248,4,35,0
0,0,71,29,128,2,1090,255,3,55,46,1282919713,-6,0,156,6233,4,35,0
0,0,71,29,128,2,1091,255,6,55,46,1282919713,-6,0,156,6243,4,35,0
0,0,71,29,128,2,1091,255,5,55,46,1282919713,-6,0,156,6243,4,35,0
0,0,70,29,128,2,1091,255,6,55,46,1282919714,-6,0,156,6253,4,35,2
0,0,70,29,128,2,1091,255,5,55,46,1282919714,-6,0,156,6253,4,35,5
0,0,70,29,128,2,1091,255,4,55,46,1282919714,-6,0,156,6253,4,35,5
0,0,71,29,102,2,1090,255,5,55,46,1282919714,-6,0,156,6388,4,35,9
0,0,71,29,102,2,1090,255,4,55,46,1282919714,-6,0,156,6388,4,35,9
0,0,74,29,108,2,1087,255,0,55,46,1282919714,-6,0,156,6353,4,35,9
0,0,74,29,108,2,1087,255,4,55,46,1282919714,-6,0,156,6263,4,35,9
0,0,74,29,108,2,1087,255,0,55,46,1282919714,-6,0,156,6263,4,35,9
225,0,74,29,108,4,1087,255,5,55,46,1282919714,-6,0,156,6398,4,35,9
225,0,71,29,109,11,1088,255,4,54,46,1282919714,-6,0,156,6398,4,35,9
225,0,71,29,109,11,1088,255,3,55,46,1282919714,-6,0,156,7273,4,35,9
366,0,72,29,113,17,1086,252,2,55,46,1282919714,-6,0,156,7338,4,35,9
366,0,72,29,113,17,1086,255,255,54,46,1282919714,-6,0,156,7338,4,35,9
1363,0,71,29,121,18,1092,252,255,54,46,1282919714,-6,0,156,7368,10,37,9
3134,0,74,29,123,19,1086,255,255,55,46,1282919714,-6,0,156,7063,22,39,9
3134,0,74,29,123,19,1086,255,255,55,46,1282919714,-6,0,156,7063,22,39,9
5703,0,72,29,129,18,1058,255,255,55,46,1282919714,-6,0,156,7713,32,44,9
5703,0,79,29,129,18,1058,255,255,55,46,1282919715,-6,0,156,7713,32,44,9
8062,0,79,29,133,14,929,255,255,55,46,1282919715,-6,0,156,6278,36,36,9
