Serial Send
Serial
Server started (Port: 9999),
no data
3412,0,68,26,144,-4,807,255,255,57,46,1282912985,-8,5,98,3013,24,18,8
3450,0,67,26,144,-4,814,255,255,57,46,1282912985,-8,5,98,3100,24,18,8
3450,0,67,26,144,-4,814,255,255,57,46,1282912985,-8,6,98,3100,24,18,8
3342,0,69,26,143,-4,821,255,255,57,46,1282912985,-7,5,96,3150,24,19,8
3342,0,69,26,143,-4,821,255,255,58,46,1282912986,-7,5,96,3150,24,19,8
3335,0,69,26,144,-4,834,255,255,57,46,1282912986,-8,6,93,3260,24,19,8
3301,0,67,26,144,-4,842,255,255,57,46,1282912986,-8,5,92,3333,23,20,8
3301,0,67,26,144,-4,842,255,255,57,46,1282912986,-8,5,92,3333,23,20,8
3163,0,67,26,144,-4,853,255,255,57,46,1282912986,-8,5,90,3388,23,20,8
3163,0,68,26,144,-4,853,255,255,58,46,1282912986,-8,5,90,3388,23,20,8
3174,0,68,26,144,-4,867,255,254,58,46,1282912986,-8,5,89,3493,22,21,8
3301,0,70,26,144,-4,865,255,255,58,46,1282912986,-8,5,87,3478,23,21,8
3301,0,70,26,144,-4,865,255,255,58,46,1282912986,-8,5,87,3478,23,21,8
2873,0,67,26,144,-4,870,255,255,58,46,1282912986,-6,5,86,3482,21,21,8
2788,0,68,26,144,-4,892,255,255,58,46,1282912986,-6,5,85,3713,20,23,8
2788,0,68,26,144,-4,892,255,255,58,46,1282912986,-8,5,85,3713,20,23,8
2911,0,67,26,144,-4,909,255,255,58,46,1282912986,-8,4,85,3895,20,25,8
2911,0,67,26,144,-4,909,255,255,58,46,1282912986,-8,4,85,3895,20,25,8
3141,0,69,26,144,0,918,255,255,58,46,1282912986,-8,4,86,4326,22,26,8
3670,0,68,26,144,3,914,255,255,58,46,1282912986,-8,4,85,4451,23,26,8
3670,0,68,26,144,3,914,255,255,58,46,1282912986,-8,4,85,4451,23,26,8
3340,0,70,26,143,5,931,255,255,58,46,1282912987,-4,4,82,4476,22,27,8
3407,0,68,26,144,6,956,255,255,58,46,1282912987,-4,4,85,4835,23,30,8
3407,0,68,26,144,6,956,231,255,58,46,1282912987,-7,5,85,4835,23,30,8
3425,0,67,26,144,5,969,255,255,58,46,1282912987,-5,5,86,4535,23,30,8
3627,0,70,26,144,4,969,255,255,58,46,1282912987,-5,5,86,4535,23,30,8
